Price,Close,High,Low,Open,Volume
Ticker,^CNX100,^CNX100,^CNX100,^CNX100,^CNX100
Date,,,,,
2015-02-09,8500.400390625,8579.5498046875,8490.650390625,8563.400390625,2305800
2015-02-10,8547.7001953125,8627.0498046875,8447.7998046875,8454.849609375,2974600
2015-02-11,8623.849609375,8640.650390625,8580.849609375,8585.9501953125,2373200
2015-02-12,8714.75,8733.0498046875,8608.900390625,8674.849609375,2505600
2015-02-13,8800.2001953125,8814.650390625,8733.0,8744.7998046875,3113300
2015-02-16,8796.349609375,8863.0,8780.349609375,8827.2998046875,2131500
2015-02-18,8854.2998046875,8875.150390625,8802.0,8802.0,2298500
2015-02-19,8874.849609375,8890.7998046875,8775.7998046875,8872.5498046875,2943400
2015-02-20,8826.349609375,8881.349609375,8804.400390625,8881.349609375,2747200
2015-02-23,8749.150390625,8862.650390625,8732.2998046875,8855.0498046875,2104000
2015-02-24,8754.2001953125,8787.400390625,8718.4501953125,8766.5498046875,2380600
2015-02-25,8756.0,8829.2998046875,8740.7001953125,8794.0498046875,2086300
2015-02-26,8670.9501953125,8771.75,8657.2998046875,8767.0498046875,3511300
2015-02-27,8836.349609375,8847.849609375,8709.2998046875,8714.349609375,3399800
2015-03-02,8948.5,8960.2998046875,8873.0,8937.75,3140300
2015-03-03,8991.400390625,9002.5498046875,8924.7001953125,8956.349609375,2613000
2015-03-04,8913.0,9105.400390625,8887.75,9098.75,3552700
2015-03-05,8933.599609375,8951.650390625,8846.0,8922.849609375,2489600
2015-03-09,8763.2998046875,8889.0498046875,8748.650390625,8889.0498046875,2376300
2015-03-10,8727.599609375,8795.099609375,8693.2001953125,8778.650390625,2520200
2015-03-11,8713.7998046875,8765.650390625,8697.0498046875,8745.2001953125,2605700
2015-03-12,8802.7998046875,8812.25,8749.2998046875,8753.400390625,2754300
2015-03-13,8673.900390625,8871.599609375,8659.2001953125,8868.599609375,2970800
2015-03-16,8651.099609375,8689.0498046875,8630.7001953125,8685.099609375,2655500
2015-03-17,8748.099609375,8765.400390625,8657.900390625,8704.9501953125,2622200
2015-03-18,8719.75,8769.400390625,8696.75,8769.400390625,2347100
2015-03-19,8671.2998046875,8823.75,8652.25,8783.75,2375900
2015-03-20,8596.2998046875,8666.650390625,8579.400390625,8666.650390625,2690600
2015-03-23,8567.4501953125,8631.099609375,8556.7001953125,8616.7998046875,2055100
2015-03-24,8556.0,8633.9501953125,8548.7001953125,8556.0,2184900
2015-03-25,8546.2998046875,8583.900390625,8532.75,8581.9501953125,2241700
2015-03-26,8370.900390625,8514.2001953125,8356.900390625,8494.4501953125,4036600
2015-03-27,8370.099609375,8430.5498046875,8286.150390625,8425.5,2719600
2015-03-30,8518.349609375,8527.7001953125,8415.849609375,8421.150390625,1993000
2015-03-31,8519.5,8577.75,8483.2998046875,8555.2001953125,2496300
2015-04-01,8613.349609375,8627.5,8494.5,8513.599609375,1905200
2015-04-06,8688.400390625,8696.0,8606.349609375,8644.900390625,2141900
2015-04-07,8702.75,8724.0498046875,8624.75,8713.7001953125,2273900
2015-04-08,8759.0,8774.0498046875,8724.2998046875,8742.900390625,2396600
2015-04-09,8815.0,8821.900390625,8726.9501953125,8802.7998046875,2510900
2015-04-10,8825.900390625,8832.900390625,8782.599609375,8812.9501953125,2752800
2015-04-13,8882.2998046875,8889.25,8816.4501953125,8847.849609375,2044100
2015-04-15,8799.849609375,8895.2001953125,8773.9501953125,8895.2001953125,2643700
2015-04-16,8753.900390625,8809.7998046875,8690.0498046875,8808.75,2230200
2015-04-17,8647.9501953125,8748.0498046875,8638.25,8747.099609375,2264000
2015-04-20,8487.0,8662.400390625,8456.5498046875,8662.400390625,2296900
2015-04-21,8418.7001953125,8508.2001953125,8394.2001953125,8462.849609375,4885800
2015-04-22,8463.599609375,8481.75,8324.900390625,8443.5,2549300
2015-04-23,8441.099609375,8541.25,8407.849609375,8512.099609375,2314700
2015-04-24,8342.900390625,8452.349609375,8312.2001953125,8450.150390625,2474300
2015-04-27,8241.2998046875,8367.849609375,8229.9501953125,8366.4501953125,2550400
2015-04-28,8323.4501953125,8342.099609375,8211.9501953125,8239.5,2691200
2015-04-29,8287.400390625,8347.4501953125,8259.599609375,8316.9501953125,2480400
2015-04-30,8239.5498046875,8275.25,8199.4501953125,8274.5498046875,4029500
2015-05-04,8389.900390625,8402.9501953125,8282.7998046875,8288.650390625,2135200
2015-05-05,8393.5498046875,8419.2998046875,8349.2998046875,8396.5,2491300
2015-05-06,8156.75,8394.25,8142.39990234375,8382.7001953125,3126800
2015-05-07,8089.35009765625,8170.85009765625,8028.2998046875,8137.2998046875,2377900
2015-05-08,8230.0498046875,8261.7001953125,8160.7998046875,8160.7998046875,2514700
2015-05-11,8372.0498046875,8379.0,8267.099609375,8283.2001953125,2686200
2015-05-12,8179.2001953125,8373.9501953125,8168.2998046875,8373.9501953125,2643500
2015-05-13,8298.5,8312.349609375,8154.14990234375,8235.0,2740000
2015-05-14,8305.2001953125,8316.2001953125,8208.099609375,8294.900390625,2186300
2015-05-15,8342.25,8360.0498046875,8296.2001953125,8323.099609375,1982600
2015-05-18,8452.5498046875,8461.099609375,8354.4501953125,8366.4501953125,2129500
2015-05-19,8445.25,8504.650390625,8415.150390625,8436.75,2051100
2015-05-20,8495.900390625,8518.0,8475.4501953125,8475.4501953125,1934500
2015-05-21,8489.5,8513.9501953125,8453.0498046875,8507.0,2029800
2015-05-22,8523.150390625,8552.650390625,8486.400390625,8503.0498046875,2485000
2015-05-25,8447.599609375,8508.25,8441.349609375,8503.5,1749600
2015-05-26,8419.599609375,8458.2001953125,8399.349609375,8456.099609375,1780000
2015-05-27,8406.5,8414.25,8357.7001953125,8378.7998046875,2356600
2015-05-28,8383.4501953125,8432.099609375,8330.9501953125,8417.150390625,3494200
2015-05-29,8499.849609375,8506.2001953125,8374.9501953125,8394.2001953125,5727400
2015-06-01,8495.5498046875,8525.2998046875,8472.849609375,8480.0,1810600
2015-06-02,8300.849609375,8506.400390625,8292.25,8506.400390625,2212800
2015-06-03,8197.900390625,8298.2998046875,8141.7998046875,8298.2998046875,2854000
2015-06-04,8196.5498046875,8217.599609375,8122.85009765625,8217.599609375,2314400
2015-06-05,8186.25,8254.75,8169.10009765625,8182.7998046875,2245800
2015-06-08,8109.0,8200.4501953125,8096.25,8197.0498046875,2022700
2015-06-09,8087.64990234375,8122.7001953125,8067.9501953125,8092.4501953125,1956400
2015-06-10,8187.14990234375,8213.2998046875,8091.7998046875,8091.7998046875,1902500
2015-06-11,8032.35009765625,8225.900390625,8026.60009765625,8223.2998046875,2350100
2015-06-12,8049.9501953125,8059.5498046875,8006.39990234375,8023.7001953125,1954800
2015-06-15,8078.25,8121.14990234375,8018.5498046875,8055.10009765625,1890800
2015-06-16,8114.5,8128.10009765625,8021.2998046875,8072.4501953125,1826200
2015-06-17,8172.2001953125,8215.75,8122.39990234375,8153.2001953125,2179300
2015-06-18,8248.650390625,8258.9501953125,8186.5,8193.650390625,2043100
2015-06-19,8298.7001953125,8324.349609375,8272.2998046875,8277.0,2114100
2015-06-22,8427.4501953125,8439.099609375,8331.900390625,8331.900390625,1936600
2015-06-23,8453.400390625,8474.7998046875,8410.25,8451.4501953125,1930400
2015-06-24,8428.599609375,8488.2001953125,8407.599609375,8471.099609375,2010600
2015-06-25,8467.25,8489.2998046875,8399.4501953125,8404.400390625,3084600
2015-06-26,8450.9501953125,8475.4501953125,8406.900390625,8460.4501953125,2015200
2015-06-29,8382.650390625,8391.849609375,8262.0498046875,8310.7001953125,2067800
2015-06-30,8440.9501953125,8449.2998046875,8368.650390625,8383.150390625,2388400
2015-07-01,8528.849609375,8550.650390625,8447.349609375,8452.5,2022300
2015-07-02,8536.25,8567.599609375,8522.900390625,8550.599609375,1938400
2015-07-03,8568.9501953125,8591.5498046875,8522.400390625,8534.4501953125,1526100
2015-07-06,8609.7001953125,8618.150390625,8468.099609375,8468.099609375,1650100
2015-07-07,8606.150390625,8650.599609375,8575.7998046875,8615.650390625,2031900
2015-07-08,8465.0,8559.599609375,8439.5,8533.849609375,2901200
2015-07-09,8433.7001953125,8503.099609375,8427.900390625,8469.349609375,2084000
2015-07-10,8460.2001953125,8483.2998046875,8417.650390625,8471.349609375,2313300
2015-07-13,8560.4501953125,8570.0,8459.5498046875,8496.7001953125,1775500
2015-07-14,8558.5498046875,8584.25,8532.7001953125,8573.650390625,1597200
2015-07-15,8618.0498046875,8625.849609375,8569.099609375,8569.099609375,1684200
2015-07-16,8706.7001953125,8714.2001953125,8640.7001953125,8641.75,1751800
2015-07-17,8716.0,8740.25,8693.5,8725.849609375,1723700
2015-07-20,8711.099609375,8730.0,8673.849609375,8730.0,1699500
2015-07-21,8626.150390625,8736.0,8613.0,8713.0,2288900
2015-07-22,8729.25,8736.7001953125,8596.7998046875,8608.75,1927000
2015-07-23,8692.9501953125,8753.2998046875,8677.5498046875,8743.849609375,1920100
2015-07-24,8624.650390625,8693.7001953125,8616.9501953125,8693.7001953125,1894800
2015-07-27,8470.650390625,8595.75,8462.900390625,8595.75,1987800
2015-07-28,8446.75,8505.7001953125,8434.7001953125,8481.849609375,2642100
2015-07-29,8485.5,8490.75,8452.7001953125,8475.25,2153600
2015-07-30,8535.25,8572.7998046875,8522.599609375,8527.5498046875,3244800
2015-07-31,8645.849609375,8661.099609375,8567.5,8568.099609375,3055100
2015-08-03,8666.0498046875,8687.2001953125,8632.0498046875,8632.0498046875,2320500
2015-08-04,8664.400390625,8693.7001953125,8590.599609375,8689.7001953125,2922600
2015-08-05,8720.650390625,8745.0498046875,8699.2998046875,8699.2998046875,2293000
2015-08-06,8744.5,8758.5,8704.900390625,8739.349609375,2199400
2015-08-07,8719.099609375,8754.9501953125,8707.5,8740.150390625,2199300
2015-08-10,8686.25,8781.150390625,8662.25,8734.849609375,1909400
2015-08-11,8623.7001953125,8711.650390625,8596.349609375,8711.650390625,2320400
2015-08-12,8493.25,8605.099609375,8483.2998046875,8605.099609375,2766100
2015-08-13,8493.9501953125,8579.9501953125,8478.4501953125,8531.0498046875,3010400
2015-08-14,8661.9501953125,8673.0,8521.7001953125,8543.0498046875,2581400
2015-08-17,8634.5,8678.25,8576.75,8676.150390625,2709000
2015-08-18,8632.099609375,8687.849609375,8596.150390625,8667.2998046875,2317400
2015-08-19,8657.7001953125,8687.400390625,8591.5,8633.150390625,1904900
2015-08-20,8535.099609375,8668.25,8523.2998046875,8638.0,2667500
2015-08-21,8462.400390625,8484.25,8382.5498046875,8464.2001953125,2823700
2015-08-24,7929.35009765625,8213.7998046875,7891.4501953125,8213.7998046875,4452400
2015-08-25,8018.89990234375,8056.4501953125,7777.2998046875,8019.39990234375,4469100
2015-08-26,7932.89990234375,8073.64990234375,7918.0,8003.64990234375,3238000
2015-08-27,8102.2001953125,8114.75,8007.9501953125,8066.7001953125,4520300
2015-08-28,8153.5498046875,8242.150390625,8111.35009765625,8204.7998046875,2972800
2015-08-31,8119.5498046875,8197.599609375,8097.0,8160.39990234375,3494900
2015-09-01,7938.9501953125,8084.10009765625,7898.10009765625,8052.60009765625,2787300
2015-09-02,7869.39990234375,8009.89990234375,7854.4501953125,8009.39990234375,3076200
2015-09-03,7973.39990234375,7999.35009765625,7910.5,7927.64990234375,2387400
2015-09-04,7804.7001953125,7956.2998046875,7773.14990234375,7956.2998046875,2754800
2015-09-07,7692.10009765625,7853.10009765625,7681.2001953125,7834.89990234375,2057400
2015-09-08,7806.9501953125,7843.85009765625,7657.60009765625,7719.9501953125,2580800
2015-09-09,7943.39990234375,7972.2001953125,7889.0498046875,7925.2998046875,3129400
2015-09-10,7924.10009765625,7954.2998046875,7798.85009765625,7852.14990234375,2557800
2015-09-11,7925.2998046875,8000.2001953125,7896.9501953125,7972.5,2044600
2015-09-14,8016.25,8022.2998046875,7907.2001953125,7952.4501953125,1850800
2015-09-15,7968.0498046875,8027.25,7940.75,8014.14990234375,2007700
2015-09-16,8017.4501953125,8036.0498046875,7979.7998046875,8026.4501953125,2043800
2015-09-18,8098.2998046875,8173.0498046875,8079.64990234375,8089.0,3524900
2015-09-21,8096.0,8108.14990234375,8028.0498046875,8030.39990234375,1948000
2015-09-22,7937.5498046875,8141.60009765625,7914.2001953125,8135.7998046875,2627900
2015-09-23,7963.5498046875,7998.9501953125,7843.2998046875,7859.0498046875,2420500
2015-09-24,7982.9501953125,8010.10009765625,7924.75,7959.35009765625,3131100
2015-09-28,7910.85009765625,8009.5498046875,7904.25,8009.5498046875,1887600
2015-09-29,7953.25,8028.2001953125,7802.75,7839.25,3270300
2015-09-30,8068.0,8076.85009765625,7987.5498046875,8032.75,3058600
2015-10-01,8079.25,8128.0,8059.14990234375,8115.10009765625,2331800
2015-10-05,8248.7998046875,8256.75,8135.0498046875,8135.0498046875,2613500
2015-10-06,8280.7998046875,8308.849609375,8228.400390625,8308.849609375,2483200
2015-10-07,8301.900390625,8311.7001953125,8261.2001953125,8275.7998046875,2881300
2015-10-08,8244.599609375,8319.900390625,8222.099609375,8319.900390625,2476500
2015-10-09,8295.150390625,8340.0498046875,8249.099609375,8300.349609375,2691900
2015-10-12,8255.599609375,8346.7001953125,8238.7001953125,8335.900390625,2712400
2015-10-13,8242.849609375,8263.849609375,8199.2998046875,8240.650390625,2202000
2015-10-14,8223.849609375,8254.2001953125,8213.599609375,8218.849609375,2022300
2015-10-15,8287.599609375,8299.349609375,8252.9501953125,8252.9501953125,2277800
2015-10-16,8340.099609375,8347.2001953125,8260.400390625,8304.25,2348600
2015-10-19,8380.349609375,8385.5498046875,8343.25,8363.4501953125,1864800
2015-10-20,8369.4501953125,8401.5498046875,8336.150390625,8387.9501953125,2276700
2015-10-21,8354.5,8396.849609375,8319.4501953125,8367.0,2484000
2015-10-23,8384.849609375,8424.25,8371.7998046875,8413.0498046875,2309200
2015-10-26,8349.599609375,8421.5,8342.0498046875,8421.2001953125,2105200
2015-10-27,8329.900390625,8336.4501953125,8313.0,8323.5498046875,2178900
2015-10-28,8273.75,8311.849609375,8234.5,8290.4501953125,2703700
2015-10-29,8215.599609375,8279.4501953125,8203.900390625,8278.849609375,3167600
2015-10-30,8175.85009765625,8254.2998046875,8156.2998046875,8228.150390625,2812500
2015-11-02,8165.4501953125,8174.64990234375,8109.2001953125,8169.5498046875,2204500
2015-11-03,8181.35009765625,8213.9501953125,8152.2001953125,8202.7998046875,2149800
2015-11-04,8164.89990234375,8234.099609375,8153.7001953125,8224.599609375,2123700
2015-11-05,8075.14990234375,8155.75,8064.89990234375,8155.75,2369400
2015-11-06,8069.60009765625,8117.2001953125,8040.2998046875,8075.60009765625,3185400
2015-11-09,8044.4501953125,8068.39990234375,7890.85009765625,7903.7998046875,2949700
2015-11-10,7907.64990234375,8017.39990234375,7896.7001953125,8009.10009765625,2752800
2015-11-13,7886.89990234375,7900.35009765625,7853.5498046875,7895.35009765625,2640800
2015-11-16,7917.4501953125,7948.0498046875,7835.64990234375,7859.60009765625,2263300
2015-11-17,7951.25,7970.2001953125,7907.14990234375,7961.2998046875,2184800
2015-11-18,7855.25,7961.0,7849.2001953125,7940.2998046875,2115000
2015-11-19,7963.89990234375,7974.75,7888.64990234375,7910.5,2002900
2015-11-20,7984.85009765625,8030.39990234375,7945.7998046875,7966.5,2260200
2015-11-23,7981.5498046875,8010.89990234375,7959.14990234375,7999.9501953125,1991800
2015-11-24,7968.60009765625,8006.10009765625,7953.25,7972.64990234375,2221000
2015-11-26,8014.25,8026.7001953125,7976.85009765625,7976.85009765625,3394600
2015-11-27,8067.89990234375,8082.5498046875,8014.0,8042.85009765625,2355400
2015-11-30,8057.2001953125,8087.64990234375,8046.64990234375,8064.2998046875,4453500
2015-12-01,8087.5,8099.7001953125,8063.60009765625,8083.2001953125,2225500
2015-12-02,8069.0498046875,8109.39990234375,8046.0,8109.39990234375,2072900
2015-12-03,8002.2998046875,8049.85009765625,7991.85009765625,8041.0498046875,2383200
2015-12-04,7921.7998046875,7960.60009765625,7916.7998046875,7955.7998046875,2845900
2015-12-07,7908.64990234375,7964.4501953125,7892.60009765625,7956.60009765625,2168600
2015-12-08,7842.0,7915.2998046875,7827.39990234375,7881.5,2080800
2015-12-09,7742.25,7839.14990234375,7736.89990234375,7834.7001953125,2217800
2015-12-10,7812.5498046875,7819.9501953125,7736.5498046875,7774.2998046875,2188400
2015-12-11,7740.14990234375,7830.5498046875,7707.5498046875,7830.25,2527500
2015-12-14,7780.14990234375,7794.2998046875,7685.75,7691.7001953125,2330400
2015-12-15,7832.0,7835.64990234375,7760.35009765625,7791.0498046875,1996800
2015-12-16,7879.5498046875,7907.4501953125,7849.0,7858.89990234375,2288200
2015-12-17,7978.10009765625,7986.10009765625,7873.89990234375,7913.7001953125,2640700
2015-12-18,7908.5,7973.75,7900.60009765625,7963.39990234375,2788400
2015-12-21,7978.89990234375,7982.7998046875,7890.35009765625,7895.85009765625,1811500
2015-12-22,7934.0498046875,7994.14990234375,7925.75,7976.0498046875,2008000
2015-12-23,8008.64990234375,8012.7998046875,7974.60009765625,7976.60009765625,1751100
2015-12-24,8005.5498046875,8032.4501953125,7981.25,8032.4501953125,1568300
2015-12-28,8064.2998046875,8074.35009765625,8009.2998046875,8009.2998046875,1723400
2015-12-29,8071.75,8082.9501953125,8046.4501953125,8070.2001953125,1841000
2015-12-30,8039.7998046875,8084.0498046875,8034.4501953125,8082.75,1654800
2015-12-31,8090.89990234375,8096.14990234375,8039.2998046875,8044.39990234375,2776200
2016-01-01,8118.14990234375,8126.0,8060.89990234375,8085.39990234375,1195100
2016-01-04,7957.89990234375,8101.5498046875,7948.60009765625,8082.35009765625,2292900
2016-01-05,7959.85009765625,7997.85009765625,7933.4501953125,7994.39990234375,2381800
2016-01-06,7918.75,7980.7001953125,7898.60009765625,7964.10009765625,2369900
2016-01-07,7731.64990234375,7849.39990234375,7720.2001953125,7849.39990234375,2818700
2016-01-08,7772.5498046875,7803.9501953125,7748.0498046875,7776.14990234375,2246500
2016-01-11,7726.0,7770.2998046875,7660.64990234375,7702.0498046875,2630000
2016-01-12,7672.7001953125,7749.7998046875,7652.2998046875,7749.7998046875,2673900
2016-01-13,7712.4501953125,7747.9501953125,7571.5,7720.85009765625,3342300
2016-01-14,7679.5,7746.39990234375,7587.2998046875,7615.89990234375,2907500
2016-01-15,7562.10009765625,7706.9501953125,7552.39990234375,7705.5498046875,2852700
2016-01-18,7455.7998046875,7583.75,7442.7001953125,7546.60009765625,3411400
2016-01-19,7542.64990234375,7568.60009765625,7466.0498046875,7485.75,2761500
2016-01-20,7412.75,7465.10009765625,7340.9501953125,7465.10009765625,3231500
2016-01-21,7370.14990234375,7507.25,7344.9501953125,7482.5,3599100
2016-01-22,7520.2001953125,7531.75,7422.39990234375,7451.64990234375,3240400
2016-01-25,7533.0,7586.7998046875,7522.5,7569.5498046875,2348700
2016-01-27,7535.14990234375,7574.0498046875,7514.7998046875,7566.0498046875,2863500
2016-01-28,7518.9501953125,7561.60009765625,7511.75,7523.2998046875,3972000
2016-01-29,7659.64990234375,7670.35009765625,7511.9501953125,7512.39990234375,4087700
2016-02-01,7657.7001953125,7695.5498046875,7643.0498046875,7688.35009765625,2787200
2016-02-02,7547.75,7678.5498046875,7520.9501953125,7669.60009765625,3239500
2016-02-03,7452.0498046875,7510.39990234375,7441.5,7482.5,2816500
2016-02-04,7487.75,7546.5,7447.5498046875,7507.0498046875,3120900
2016-02-05,7587.7001953125,7600.75,7492.9501953125,7504.85009765625,3408000
2016-02-08,7497.85009765625,7617.5498046875,7477.60009765625,7591.9501953125,2508200
2016-02-09,7395.75,7431.35009765625,7380.9501953125,7416.5498046875,3161100
2016-02-10,7309.5498046875,7369.7001953125,7270.85009765625,7364.0498046875,3600000
2016-02-11,7068.85009765625,7297.85009765625,7055.0,7296.25,4176600
2016-02-12,7073.0,7119.60009765625,6950.39990234375,7117.2998046875,4786400
2016-02-15,7266.2001953125,7284.4501953125,7155.4501953125,7155.4501953125,4692900
2016-02-16,7138.7998046875,7302.10009765625,7129.5,7301.5498046875,3516100
2016-02-17,7194.39990234375,7207.60009765625,7040.0,7149.0498046875,3754300
2016-02-18,7271.60009765625,7298.75,7207.0,7264.4501953125,3422400
2016-02-19,7288.5,7301.5498046875,7227.9501953125,7251.5498046875,2771800
2016-02-22,7317.10009765625,7331.25,7284.85009765625,7292.35009765625,2239400
2016-02-23,7197.4501953125,7324.89990234375,7187.0,7324.89990234375,2937500
2016-02-24,7105.2998046875,7174.2001953125,7097.25,7164.0498046875,3012400
2016-02-25,7058.85009765625,7118.2998046875,7049.7998046875,7117.5,4235500
2016-02-26,7117.2998046875,7141.75,7071.7998046875,7128.5,2902100
2016-02-29,7083.9501953125,7183.60009765625,6924.39990234375,7138.14990234375,6057700
2016-03-01,7320.7998046875,7333.7001953125,7132.0498046875,7132.0498046875,3764300
2016-03-02,7460.85009765625,7475.0498046875,7407.2998046875,7416.9501953125,4468300
2016-03-03,7560.2001953125,7567.85009765625,7492.25,7519.2998046875,3751000
2016-03-04,7578.5498046875,7594.5498046875,7534.7001953125,7589.2001953125,3885500
2016-03-08,7580.35009765625,7624.0498046875,7537.14990234375,7579.64990234375,3603500
2016-03-09,7622.89990234375,7629.5,7518.85009765625,7533.5,3513800
2016-03-10,7579.0498046875,7638.60009765625,7545.0498046875,7637.2998046875,3096900
2016-03-11,7603.10009765625,7635.64990234375,7554.7998046875,7577.2998046875,2808600
2016-03-14,7631.0,7675.4501953125,7607.2998046875,7637.5498046875,2371400
2016-03-15,7552.85009765625,7629.4501953125,7544.9501953125,7629.4501953125,2674900
2016-03-16,7580.39990234375,7588.0,7487.25,7548.60009765625,2737000
2016-03-17,7601.75,7668.14990234375,7570.64990234375,7640.7998046875,3338100
2016-03-18,7686.60009765625,7692.2998046875,7601.7001953125,7622.4501953125,3304400
2016-03-21,7789.25,7797.64990234375,7703.0498046875,7703.0498046875,2860800
2016-03-22,7803.10009765625,7814.2998046875,7732.75,7784.2998046875,3027300
2016-03-23,7806.2998046875,7815.64990234375,7762.0498046875,7806.2001953125,2801700
2016-03-28,7701.89990234375,7830.14990234375,7676.5,7829.75,3241900
2016-03-29,7686.0498046875,7737.7998046875,7664.9501953125,7692.7998046875,3008200
2016-03-30,7822.89990234375,7828.9501953125,7733.85009765625,7739.0498046875,3227500
2016-03-31,7832.14990234375,7859.14990234375,7792.14990234375,7818.5498046875,5382200
2016-04-01,7810.7001953125,7836.7001953125,7764.85009765625,7812.35009765625,2930300
2016-04-04,7853.10009765625,7858.35009765625,7802.5498046875,7833.2001953125,2484000
2016-04-05,7701.7001953125,7830.0498046875,7689.39990234375,7830.0498046875,3136200
2016-04-06,7718.4501953125,7732.7998046875,7690.4501953125,7732.10009765625,2754600
2016-04-07,7655.10009765625,7736.10009765625,7644.60009765625,7736.10009765625,3258400
2016-04-08,7668.39990234375,7678.25,7635.60009765625,7650.9501953125,2238800
2016-04-11,7778.60009765625,7785.14990234375,7633.4501953125,7689.85009765625,2784500
2016-04-12,7819.39990234375,7827.64990234375,7774.85009765625,7779.39990234375,2574700
2016-04-13,7954.60009765625,7968.7001953125,7887.35009765625,7887.35009765625,3482700
2016-04-18,8022.2998046875,8027.75,7948.7001953125,8004.89990234375,2886000
2016-04-20,8023.9501953125,8056.85009765625,7988.7001953125,8056.85009765625,3505000
2016-04-21,8021.25,8086.64990234375,7993.64990234375,8063.2001953125,3534300
2016-04-22,8012.14990234375,8035.4501953125,7986.7001953125,8003.2998046875,3048400
2016-04-25,7966.39990234375,8020.85009765625,7940.14990234375,8007.39990234375,2377200
2016-04-26,8066.25,8077.14990234375,7934.64990234375,7942.0498046875,3152800
2016-04-27,8084.75,8097.10009765625,8048.39990234375,8048.75,3470700
2016-04-28,7956.2001953125,8098.5498046875,7945.2001953125,8075.5,4710600
2016-04-29,7963.64990234375,7999.2001953125,7899.60009765625,7954.75,4260300
2016-05-02,7945.25,7960.0498046875,7909.0498046875,7939.89990234375,3297300
2016-05-03,7882.25,8024.7998046875,7872.10009765625,7965.89990234375,3112000
2016-05-04,7828.14990234375,7877.85009765625,7818.35009765625,7858.0,3170800
2016-05-05,7854.75,7895.64990234375,7824.75,7852.10009765625,2967700
2016-05-06,7859.4501953125,7864.0498046875,7803.0498046875,7839.85009765625,2588200
2016-05-09,7982.7998046875,7991.0,7882.7001953125,7882.7001953125,2380000
2016-05-10,8001.9501953125,8012.75,7956.85009765625,7990.64990234375,2481700
2016-05-11,7969.5498046875,8010.64990234375,7895.9501953125,7918.64990234375,3493500
2016-05-12,8026.39990234375,8036.25,7976.60009765625,7992.60009765625,2424700
2016-05-13,7941.5,8012.5498046875,7917.75,8008.2998046875,2808600
2016-05-16,7979.9501953125,7992.5498046875,7899.7998046875,7958.75,2966000
2016-05-17,8006.5,8055.25,7997.0498046875,8016.0,2888800
2016-05-18,7989.0498046875,8000.25,7929.64990234375,7965.25,2902800
2016-05-19,7900.2001953125,7994.7998046875,7885.0,7994.7998046875,2787200
2016-05-20,7863.35009765625,7929.2001953125,7849.7001953125,7911.5,2478800
2016-05-23,7844.60009765625,7925.85009765625,7838.0498046875,7924.85009765625,2466200
2016-05-24,7857.0,7868.89990234375,7825.5,7852.35009765625,2564500
2016-05-25,8029.85009765625,8036.4501953125,7919.39990234375,7919.60009765625,3070800
2016-05-26,8159.0498046875,8170.64990234375,8042.5,8066.5,4391500
2016-05-27,8251.900390625,8260.7001953125,8173.5,8173.5,4006800
2016-05-30,8276.099609375,8297.0,8245.75,8265.150390625,3720300
2016-05-31,8254.7998046875,8305.4501953125,8230.0498046875,8305.4501953125,8092000
